2.9416,7.0393,2.9494
4.0354,7.3049,3.6838
4.5666,6.9299,3.7932
4.7541,7.0236,6.5432
5.051,6.9924,5.1369
5.8323,6.5236,4.59
6.0136,6.2099,3.9934
6.1616,8.2971,5.4737
6.5169,5.677,4.1858
6.6797,8.4155,6.2878
6.8721,7.927,6.7319
7.0794,7.5866,6.0361
