NaN,NaN,NaN,7.8803,3.99,2.4965e-15,1.2469,3.1421,1.8454,2.6933,1.1222,2.02,2.4965e-15,3.1671,-0.024938,-0.024938,2.4965e-15,0.024938,-0.024938,2.4965e-15,2.4965e-15,2.4965e-15,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,7.6348,6.0982,4.9248,4.5334,4.17,1.3765,2.6611,1.8787,0.0069153,0,1.1515,1.207,0,0,0.0050586,0.0047584,0.0044423,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,6.2217,5.2519,4.2821,3.8035,3.5516,2.4685,1.7884,0,1.6373,1.5113,2.1411,0.025189,0,0.60453,0.025189,1.1083,1.6121,1.3098,0,0.025189,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,6.4252,5.0341,2.8459,3.5884,1.4259,1.3458,0.0060885,0,1.3368,1.565,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,8.7736,5.6281,5.3952,2.6621,4.9293,3.2015,2.9428,1.2665,0.002538,1.5481,1.7791,1.572,1.5711,1.5702,0,1.7487,0,0,0,0.01802,0.0025159,0,0.00062926,0,NaN
NaN,NaN,NaN,NaN,NaN,4.12,3.7772,3.6707,3.4592,1.6728,2.1175,1.9847,1.642,2.5065,1.7439,0.0099988,0.0084858,1.2143,1.5802,0.0038482,0.0023352,0,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,5.8599,5.302,4.744,4.1861,3.5617,3.5357,7.7492,5.6534,3.6824,4.1302,3.2814,4.3776,2.1322,2.8294,0.98308,1.5307,2.7766,1.5037,0,0,1.2015,0,1.0998,0,0
NaN,4.0914,4.9847,5.1364,5.288,4.7235,4.8751,2.3413,1.7768,0,1.2105,0.87624,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6894,2.9116,0.84596,0,0.022756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
